,STATION_NM,dec_lat_va,dec_long_v,DTdeparsed,WLA_DEM,Date
0,JL-49-13-509,31.815556,-106.434167,7/27/1913,3686.72,1913-07-27
1,JL-49-13-521,31.826944,-106.425,10/20/1915,3688.98,1915-10-20
2,JL-49-13-816,31.788611,-106.453334,5/19/1919,3673.88,1919-05-19
3,JL-49-13-523,31.826944,-106.422778,1/6/1920,3660.38,1920-01-06
4,20N.08E.15.134,35.96611111,-106.0866667,5/3/1921,5571.08,1921-05-03
5,JL-49-13-518,31.7975,-106.434722,8/30/1921,3645.5,1921-08-30
6,JL-49-13-719,31.757778,-106.473889,5/17/1925,3697.59,1925-05-17
7,JL-49-13-906,31.768055,-106.403056,3/20/1929,3679.22,1929-03-20
8,JL-49-13-924,31.770278,-106.398334,1/6/1930,3705.52,1930-01-06
9,JL-49-13-911,31.767778,-106.398334,1/2/1931,3678.84,1931-01-02
10,JL-49-13-512,31.827222,-106.425,2/25/1931,3694.5,1931-02-25
11,JL-49-13-502,31.826667,-106.421944,10/1/1931,3687.32,1931-10-01
12,JL-49-13-809,31.783055,-106.437222,3/22/1933,3646.53,1933-03-22
13,JL-49-13-708,31.753889,-106.486389,4/23/1933,3703.87,1933-04-23
14,NA03500823BBB,37.53000309,-106.0683599,9/24/1934,7554.63,1934-09-24
15,JL-49-13-805,31.781389,-106.425833,10/19/1934,3680.51,1934-10-19
16,JL-49-13-804,31.780555,-106.436945,11/19/1934,3666.15,1934-11-19
17,JL-49-13-709,31.752501,-106.481111,12/22/1934,3693.54,1934-12-22
18,JL-49-13-801,31.771944,-106.453889,12/22/1934,3678.67,1934-12-22
19,JL-49-13-716,31.766112,-106.470833,1/5/1935,3705.94,1935-01-05
20,JL-49-13-717,31.755556,-106.480555,1/7/1935,3676.55,1935-01-07
21,JL-49-13-723,31.753334,-106.490834,8/2/1935,3701.3,1935-08-02
22,JL-49-13-501,31.826667,-106.426111,8/6/1935,3683.94,1935-08-06
23,JL-49-13-310,31.866112,-106.403334,8/7/1935,3692.56,1935-08-07
24,JL-49-05-313,31.960278,-106.400278,8/9/1935,3711.54,1935-08-09
25,JL-49-13-720,31.753334,-106.490834,8/20/1935,3703.6,1935-08-20
26,JL-49-13-722,31.753334,-106.490834,8/20/1935,3698.6,1935-08-20
27,JL-49-21-103,31.749167,-106.482222,8/23/1935,3701.76,1935-08-23
28,JL-49-13-923,31.770278,-106.398334,8/28/1935,3690.62,1935-08-28
29,JL-49-13-904,31.768333,-106.398334,8/28/1935,3688.83,1935-08-28
30,JL-49-13-817,31.783055,-106.437222,9/27/1935,3661.56,1935-09-27
31,JL-49-04-134,31.981389,-106.589722,9/28/1935,3789.91,1935-09-28
32,JL-49-13-807,31.78705261,-106.4344304,11/11/1935,3671.41,1935-11-11
33,JL-49-13-401,31.803056,-106.461667,11/20/1935,3686.67,1935-11-20
34,JL-49-13-515,31.799167,-106.434722,11/20/1935,3675.3,1935-11-20
35,JL-49-13-508,31.815556,-106.434167,11/20/1935,3670.82,1935-11-20
36,JL-49-07-802,31.893611,-106.200556,3/30/1936,3702.35,1936-03-30
37,JL-49-32-301,31.609167,-106.011945,4/2/1936,3629.57,1936-04-02
38,JL-49-06-502,31.943889,-106.323333,4/3/1936,3717.29,1936-04-03
39,JL-49-15-901,31.758889,-106.151389,4/10/1936,3673.8,1936-04-10
40,JL-49-13-201,31.866944,-106.439722,4/14/1936,3703.87,1936-04-14
41,JL-49-14-502,31.804167,-106.292778,6/13/1936,3691.14,1936-06-13
42,JL-49-32-702,31.539167,-106.094722,7/11/1936,3637.21,1936-07-11
43,JL-49-13-611,31.826389,-106.384445,7/16/1936,3677.15,1936-07-16
44,JL-49-13-613,31.792222,-106.380555,7/17/1936,3681.97,1936-07-17
45,JL-49-13-704,31.769167,-106.462778,3/15/1937,3648.75,1937-03-15
46,31N.11E.35. MAESTAS WELL,36.88279762,-105.7441778,4/1/1937,7337.19,1937-04-01
47,18N.07E.35.442,35.74391662,-106.1611361,8/25/1937,5660.9,1937-08-25
48,JL-49-13-505,31.815001,-106.422778,10/15/1937,3674.93,1937-10-15
49,JL-49-13-210,31.862501,-106.431667,4/26/1938,3695.75,1938-04-26
50,JL-49-13-618,31.798611,-106.404445,4/27/1938,3678.67,1938-04-27
51,JL-49-13-605,31.826111,-106.405278,5/4/1938,3681.46,1938-05-04
52,17N.07E.34.242,35.66308579,-106.1794688,5/9/1938,5685.49,1938-05-09
53,JL-49-13-517,31.799167,-106.434722,8/12/1938,3666.8,1938-08-12
54,JL-49-13-205,31.840556,-106.423055,8/24/1938,3693.39,1938-08-24
55,JL-49-13-612,31.819167,-106.413889,8/24/1938,3677.79,1938-08-24
56,JL-49-13-604,31.826111,-106.395556,10/14/1938,3679.75,1938-10-14
57,16N.08E.12.31231,35.63030946,-106.0511337,1/1/1939,6163.35,1939-01-01
58,JL-49-13-516,31.799167,-106.434722,1/25/1939,3673.5,1939-01-25
59,JL-49-13-702,31.761667,-106.474722,2/2/1939,3676.71,1939-02-02
60,13S.04W.33.434,33.13118255,-107.2555848,2/28/1939,4305.26,1939-02-28
61,13S.04W.33.433+DUP,33.12923808,-107.2528069,3/22/1939,4250.26,1939-03-22
62,14S.04W.33.211,33.05451526,-107.2550262,3/28/1939,4504.82,1939-03-28
63,13S.04W.33.434   A,33.12979364,-107.2519736,3/28/1939,4258.83,1939-03-28
64,13S.04W.33.433,33.12979365,-107.2558625,3/29/1939,4257.5,1939-03-29
65,14S.04W.04.212   A,33.1275714,-107.2525291,3/29/1939,4240.72,1939-03-29
66,13S.04W.34.313,33.13312704,-107.2466958,3/30/1939,4275.99,1939-03-30
67,JL-49-13-211,31.848611,-106.421944,4/8/1939,3684.3,1939-04-08
68,JL-49-13-206,31.862501,-106.4225,6/20/1939,3698.42,1939-06-20
69,03N.01E.16.144,34.48638889,-106.8452778,11/1/1939,4742.4,1939-11-01
70,18S.04W.35.221,32.70646593,-107.2164096,1/1/1940,4071.89,1940-01-01
71,JL-49-13-806,31.769722,-106.436389,2/28/1940,3669.49,1940-02-28
72,JL-49-13-522,31.826944,-106.423889,3/15/1940,3678.59,1940-03-15
73,14S.04W.04.211,33.12805556,-107.2558611,4/6/1940,4251.04,1940-04-06
74,JL-49-05-502,31.956945,-106.424444,4/23/1940,3707.15,1940-04-23
75,13S.04W.33.344,33.12979365,-107.2561403,6/15/1940,4259.07,1940-06-15
76,13S.04W.33.344   A,33.12963889,-107.256,6/15/1940,4258.81,1940-06-15
77,JL-49-05-508,31.958056,-106.425,6/21/1940,3704.96,1940-06-21
78,JL-49-13-808,31.75566466,-106.4319301,9/20/1940,3669.73,1940-09-20
79,JL-49-06-704,31.914445,-106.342778,9/27/1940,3698.61,1940-09-27
80,JL-49-06-801,31.905278,-106.320833,10/15/1940,3732.28,1940-10-15
81,JL-49-06-705,31.911667,-106.358612,11/4/1940,3694.59,1940-11-04
82,JL-49-05-908,31.908334,-106.397222,12/12/1940,3708.96,1940-12-12
83,JL-49-14-106,31.854723,-106.371944,12/13/1940,3695.93,1940-12-13
84,13S.05W.30.331,33.14647222,-107.4023611,1/1/1941,4679.04,1941-01-01
85,14S.04W.04.211   A,33.12701585,-107.2583624,5/26/1941,4251.39,1941-05-26
86,14S.04W.04.211A,33.12701585,-107.2583624,5/26/1941,4251.39,1941-05-26
87,JL-49-13-203,31.855834,-106.422222,6/25/1941,3837.74,1941-06-25
88,10N.03E.01.114,35.12865653,-106.5836356,6/27/1941,4969.69,1941-06-27
89,09N.03E.36.211,34.97005038,-106.5753009,7/1/1941,4945.12,1941-07-01
90,10S.08W.17.220,33.4453462,-107.6772611,10/23/1941,6554.1,1941-10-23
91,10S.08W.29.000,33.40840224,-107.6864272,10/23/1941,6416.86,1941-10-23
92,26S.02E.17.244,32.04732164,-106.7511083,1/1/1942,3802.15,1942-01-01
93,29S.04E.18.233,31.78621859,-106.5733222,1/1/1942,3758.13,1942-01-01
94,JL-49-06-403,31.942222,-106.364723,1/23/1942,3707.07,1942-01-23
95,JL-49-13-803,31.773889,-106.447222,2/7/1944,3659.74,1944-02-07
96,JL-49-07-801,31.893611,-106.200278,2/12/1944,3699.9,1944-02-12
97,JL-49-13-815,31.773889,-106.447222,1/22/1945,3662.04,1945-01-22
98,17N.09E.31.44332,35.65364221,-106.0219669,4/1/1945,6295.15,1945-04-01
99,14S.04W.06.233A+DUP,33.1197936,-107.2930848,4/14/1945,4272.13,1945-04-14
100,14S.04W.06.233A,33.12229361,-107.2883626,4/14/1945,4237.81,1945-04-14
101,14S.04W.07.311A,33.1050713,-107.3016954,10/3/1945,4332.59,1945-10-03
102,14S.04W.07.311+DUP,33.1050713,-107.3016954,10/3/1945,4268.85,1945-10-03
103,14S.04W.07.311,33.10562684,-107.290862,10/3/1945,4197.34,1945-10-03
104,14S.04W.06.312A,33.11951583,-107.297807,10/4/1945,4326.26,1945-10-04
105,14S.04W.06.312,33.10729351,-107.2841953,10/4/1945,4201.82,1945-10-04
106,14S.04W.06.233,33.12229361,-107.2883626,10/10/1945,4293.88,1945-10-10
107,14S.04W.06.322,33.12007138,-107.2914181,10/17/1945,4301.35,1945-10-17
108,14S.04W.06.442A,33.11590468,-107.2847512,10/17/1945,4272.7,1945-10-17
109,14S.04W.06.442,33.11673802,-107.2828067,10/17/1945,4197.19,1945-10-17
110,MBOWN-218 - JL-49-04-121 (USBR-29),31.99537875,-106.6144368,12/15/1945,3789.01,1945-12-15
111,MBOWN-255 - JL-49-12-501 (USBR-34),31.81538439,-106.5677669,12/15/1945,3732.77,1945-12-15
112,16S.05W.35.243,32.87396223,-107.3191909,12/21/1945,4156.51,1945-12-21
113,30N.11E.15.333,36.83001994,-105.7650101,1/1/1946,7347.67,1946-01-01
114,18S.04W.05.211,32.77924127,-107.271967,1/1/1946,4114.62,1946-01-01
115,MBOWN-92 - 24S.02E.28.334 (USBR-8),32.18509669,-106.7480561,1/1/1946,3841.35,1946-01-01
116,MBOWN-111 - 25S.03E.28.343A (USBR-27),32.09704301,-106.6452729,1/1/1946,3808.11,1946-01-01
117,MBOWN-112    USBR MES4    25S.03E.31.143,32.09148753,-106.6786071,1/1/1946,3807.93,1946-01-01
118,MBOWN-122    USBR MES3    26S.02E.01.211,32.08259884,-106.6747179,1/1/1946,3806.64,1946-01-01
119,MBOWN-130 - 26S.03E.08.221 (USBR-23),32.06787698,-106.6519392,1/1/1946,3802.41,1946-01-01
120,MBOWN-131 - 26S.03E.09.221A (USBR-22),32.06787701,-106.6386054,1/1/1946,3801.06,1946-01-01
121,MBOWN-132 - 26S.03E.15.112 (USBR-28),32.05343291,-106.6286049,1/1/1946,3794.63,1946-01-01
122,MBOWN-138 - 26S.03E.27.212 (USBR-31),32.02482247,-106.6197152,1/1/1946,3791.25,1946-01-01
123,MBOWN-140 - 26S.03E.32.441 (USBR-39),31.99815631,-106.6524934,1/1/1946,3788.51,1946-01-01
124,MBOWN-174   USBR MES2   27S.03E.32.124A,31.91926978,-106.658048,1/1/1946,3770.6,1946-01-01
125,MBOWN-8 - 22S.01E.16.433 (USBR-19),32.38842428,-106.8438959,1/15/1946,3934.09,1946-01-15
126,MBOWN-7 - 22S.01E.09.333 (USBR-20),32.40342381,-106.8522297,1/15/1946,3930.3,1946-01-15
127,MBOWN-5 - 22S.01E.09.241 (OLD USBR-26),32.41286809,-106.8405628,1/15/1946,3927.58,1946-01-15
128,MBOWN-12 - 22S.01E.35.434B (USBR-17),32.3450924,-106.8075054,1/15/1946,3903.68,1946-01-15
129,MBOWN-9 - 22S.01E.33.341 (USBR-15),32.3467587,-106.84834,1/15/1946,3902.42,1946-01-15
130,MBOWN-10 - 22S.01E.35.334 (OLD USBR 18),32.3445368,-106.8152834,1/15/1946,3901.97,1946-01-15
131,MBOWN-21 - 23S.01E.09.433 (USBR-16),32.31509291,-106.8450062,1/15/1946,3888.76,1946-01-15
132,MBOWN-25 - 23S.01E.16.424 (USBR-12),32.30369444,-106.8371111,1/15/1946,3884.56,1946-01-15
133,MBOWN-37 - 23S.01E.27.334 (USBR-11),32.27231637,-106.8336164,1/15/1946,3875.11,1946-01-15
134,MBOWN-67 - 24S.02E.08.434 (OLD USBR-13),32.22842912,-106.7566687,1/15/1946,3858.43,1946-01-15
135,MBOWN-69 - 24S.02E.09.433 (USBR-14),32.22870693,-106.743057,1/15/1946,3851.91,1946-01-15
136,MBOWN-88 - 24S.02E.22.242 (OLD USBR-10),32.20842952,-106.7183333,1/15/1946,3844.6,1946-01-15
137,MBOWN-90 - 24S.02E.23.342 (OLD USBR-9),32.20176298,-106.7105551,1/15/1946,3841.72,1946-01-15
138,MBOWN-102 - 25S.02E.01.411 (USBR-25),32.16231935,-106.6905535,1/15/1946,3829.77,1946-01-15
139,MBOWN-110 - 25S.03E.20.421 (USBR-24),32.11870919,-106.6538847,1/15/1946,3815.27,1946-01-15
140,MBOWN-105 - 25S.02E.25.322 (OLD USBR-5),32.10426502,-106.6930523,1/15/1946,3810.46,1946-01-15
141,MBOWN-129 - 26S.03E.04.122 (USBR-21),32.08259889,-106.6422169,1/15/1946,3802.93,1946-01-15
142,MBOWN-135 - 26S.03E.22.211 (USBR-30),32.03898881,-106.62166,1/15/1946,3795.27,1946-01-15
143,MBOWN-137 - 26S.03E.27.211 (USBR-32),32.02482246,-106.623882,1/15/1946,3791.33,1946-01-15
144,MBOWN-173  USBR MES1   27S.03E.28.314,31.92676959,-106.6469367,1/15/1946,3766.78,1946-01-15
145,MBOWN-252 - JL-49-12-117 (OLD USBR-33),31.85427199,-106.5933234,1/15/1946,3746.08,1946-01-15
146,MBOWN-249 - JL-49-12-101 (OLD USBR-35),31.84510558,-106.5997123,1/15/1946,3744.6,1946-01-15
147,NA04101036DDD,37.75083301,-105.8191864,4/2/1946,7533.28,1946-04-02
148,NA04001002CC,37.73722212,-105.8522427,4/11/1946,7540.87,1946-04-11
149,NA04001106CCC,37.7366666,-105.8177976,5/6/1946,7534.12,1946-05-06
150,NA04001109BB,37.73416668,-105.7797412,5/23/1946,7528.94,1946-05-23
151,NA04001110AA,37.73416672,-105.7483516,5/27/1946,7533.02,1946-05-27
152,14S.04W.06.321,33.1211825,-107.2919737,5/29/1946,4306.27,1946-05-29
153,NA04001136DDD,37.66666826,-105.7172398,6/1/1946,7522.37,1946-06-01
154,29N.12E.03.422,36.77780231,-105.6072286,6/5/1946,7440.76,1946-06-05
155,16S.05W.11.433,32.924239,-107.3203024,6/12/1946,4295.35,1946-06-12
156,15S.05W.29.244,32.97812714,-107.3694705,6/13/1946,4469.61,1946-06-13
157,15S.05W.29.243,32.97618275,-107.3705816,6/13/1946,4400.67,1946-06-13
158,15S.05W.27.311,32.97396041,-107.3483589,6/13/1946,4352.35,1946-06-13
159,16S.05W.21.144,32.90340647,-107.3594697,6/14/1946,4369.21,1946-06-14
160,16S.05W.26.143,32.88840647,-107.3278023,6/15/1946,4316.56,1946-06-15
161,16S.05W.35.311,32.87285119,-107.3239132,6/15/1946,4234.86,1946-06-15
162,14S.05W.01.223,33.12590476,-107.3022517,6/18/1946,4323.92,1946-06-18
163,14S.05W.08.222,33.11284921,-107.3689187,6/19/1946,4508.3,1946-06-19
164,14S.05W.36.121,33.05479326,-107.3111382,6/19/1946,4303.61,1946-06-19
165,14S.05W.25.233,33.06395996,-107.3075273,6/19/1946,4263.46,1946-06-19
166,14S.04W.05.310,33.1181269,-107.2705844,6/19/1946,4245.89,1946-06-19
167,15S.05W.01.214,33.03979315,-107.3053042,6/19/1946,4223.93,1946-06-19
168,15S.05W.01.214A,33.03979315,-107.3053042,6/19/1946,4223.76,1946-06-19
169,15S.05W.01.214+DUP,33.03673758,-107.3061374,6/19/1946,4223.22,1946-06-19
170,14S.04W.05.310+DUP,33.11618245,-107.2803067,6/19/1946,4223.18,1946-06-19
171,15S.05W.18.400+DUP,32.99673796,-107.3878043,6/20/1946,4568.07,1946-06-20
172,15S.05W.18.400,33.00618235,-107.3891934,6/20/1946,4553.52,1946-06-20
173,15S.05W.22.122,32.99645991,-107.3447479,6/20/1946,4385.08,1946-06-20
174,15S.05W.22.122+DUP2,32.99645989,-107.3425256,6/20/1946,4367.64,1946-06-20
175,15S.05W.26.334+DUP,32.96784931,-107.3319697,6/20/1946,4256.9,1946-06-20
176,15S.05W.26.334,32.96951592,-107.3297474,6/20/1946,4248.99,1946-06-20
177,16S.05W.01.131+DUP,32.94812736,-107.3147469,6/20/1946,4220.0,1946-06-20
178,15S.05W.24.441,32.98562654,-107.3058582,6/20/1946,4213.78,1946-06-20
179,16S.05W.01.131,32.94923847,-107.3175248,6/20/1946,4206.46,1946-06-20
180,15S.05W.24.441+DUP,32.98534875,-107.3028026,6/20/1946,4203.73,1946-06-20
181,16S.05W.25.343+DUP,32.88007315,-107.3130797,6/21/1946,4156.92,1946-06-21
182,17S.05W.11.211,32.85201829,-107.3244686,6/21/1946,4149.7,1946-06-21
183,16S.05W.25.343,32.88118422,-107.3108574,6/21/1946,4147.55,1946-06-21
184,NA04001115DC,37.70972276,-105.7522407,6/24/1946,7526.97,1946-06-24
185,NA04001135DD,37.66500155,-105.7316846,6/29/1946,7529.17,1946-06-29
186,NA03901135DD,37.57778109,-105.7333515,7/19/1946,7514.28,1946-07-19
187,NA03900813BA,37.63055723,-106.0505812,8/6/1946,7616.19,1946-08-06
188,NA03801135DD,37.49056069,-105.7325183,8/6/1946,7525.79,1946-08-06
189,NA03901103BB,37.66111261,-105.7614076,8/11/1946,7523.76,1946-08-11
190,NA03901207CD,37.63555785,-105.7044617,8/12/1946,7522.61,1946-08-12
191,NA04001132CC,37.6652791,-105.7977973,8/14/1946,7532.99,1946-08-14
192,15S.06W.31.430,32.95507308,-107.4944727,8/20/1946,5089.06,1946-08-20
193,17N.09E.24.324,35.6869752,-105.9389101,8/28/1946,6946.04,1946-08-28
194,17N.09E.26.222,35.68114192,-105.9511326,8/28/1946,6904.91,1946-08-28
195,NA04001121CC,37.664724,-105.6902946,8/30/1946,7531.77,1946-08-30
196,NA03901012AAA,37.65000156,-105.8172422,9/1/1946,7532.23,1946-09-01
197,NA03901133DDD,37.65000171,-105.7672411,9/1/1946,7521.54,1946-09-01
198,17N.09E.23.332,35.6841973,-105.9627995,9/2/1946,6799.69,1946-09-02
199,NA03901203BB,37.66111315,-105.6541825,9/7/1946,7583.62,1946-09-07
200,29N.11E.23.444,36.72668814,-105.7302853,9/16/1946,7287.94,1946-09-16
201,NA03901116AD,37.62861324,-105.7672412,9/19/1946,7522.9,1946-09-19
202,NA04100925AAA,37.77499959,-105.9339105,10/1/1946,7563.43,1946-10-01
203,NA04101013AAA,37.80249956,-105.8280742,10/1/1946,7529.76,1946-10-01
204,NA04001119BC,37.70138949,-105.8164087,10/4/1946,7535.35,1946-10-04
205,NA04001005CC,37.73666652,-105.9072439,10/8/1946,7560.45,1946-10-08
206,NA04001021AD,37.70111161,-105.8755767,10/12/1946,7552.42,1946-10-12
207,NA04001020BC,37.70027824,-105.9075218,10/14/1946,7560.74,1946-10-14
208,NA03801134CCC,37.50000481,-105.7505744,10/14/1946,7518.82,1946-10-14
209,NA04100704ABB,37.83333467,-106.2172513,11/1/1946,7683.49,1946-11-01
210,NA04000725ABB,37.68916849,-106.1564174,11/1/1946,7683.29,1946-11-01
211,NA03900817BBB,37.6316689,-106.1289168,11/1/1946,7660.15,1946-11-01
212,NA04000901AAA,37.74999963,-105.9172441,11/1/1946,7558.84,1946-11-01
213,19S.04W.11.221,32.67702258,-107.2166872,11/14/1946,4061.52,1946-11-14
214,16S.05W.25.120,32.89285064,-107.3097464,11/22/1946,4181.88,1946-11-22
215,16S.05W.25.212,32.89201729,-107.3058574,11/22/1946,4180.09,1946-11-22
216,17S.05W.14.231,32.8339631,-107.3239129,11/22/1946,4139.56,1946-11-22
217,19S.03W.04.331,32.68118989,-107.1625192,11/22/1946,4050.69,1946-11-22
218,NA04200812AAA1,37.9166664,-106.0339098,11/23/1946,7555.56,1946-11-23
219,JL-49-13-902,31.775833,-106.412778,12/18/1946,3674.82,1946-12-18
220,16N.09E.03.1213 B,35.65197586,-105.9775217,1/1/1947,6730.06,1947-01-01
221,20S.01E.35.221,32.53092071,-106.8041742,1/1/1947,4056.59,1947-01-01
222,20S.02W.24.110,32.56036257,-107.0055697,1/1/1947,3984.82,1947-01-01
223,20S.01W.30.330,32.53453017,-106.9889022,1/1/1947,3984.55,1947-01-01
224,20S.01W.11.310,32.58119603,-106.9186228,1/1/1947,3984.21,1947-01-01
225,20S.01W.25.230,32.5417521,-106.9972359,1/1/1947,3976.83,1947-01-01
226,20S.02W.13.330,32.56341803,-107.0052919,1/1/1947,3974.46,1947-01-01
227,20S.01W.31.320,32.5236972,-106.9839019,1/1/1947,3956.33,1947-01-01
228,31N.11E.16.333,36.91779665,-105.7816798,1/2/1947,7337.87,1947-01-02
229,29N.11E.14.410,36.74724352,-105.7361182,1/2/1947,7329.63,1947-01-02
230,JL-49-13-519,31.799167,-106.434722,1/15/1947,3672.07,1947-01-15
231,14S.04W.06.441A+DUP3,33.11590468,-107.2886401,1/22/1947,4293.62,1947-01-22
232,14S.04W.06.110A,33.12368252,-107.2978072,1/22/1947,4281.08,1947-01-22
233,13S.04W.06.110,33.12701587,-107.2972517,1/22/1947,4261.47,1947-01-22
234,16S.05W.26.143+DUP,32.88757318,-107.3305801,1/22/1947,4260.19,1947-01-22
235,14S.04W.06.441,33.11673802,-107.285029,1/22/1947,4178.19,1947-01-22
236,14S.04W.06.441+DUP,33.11590468,-107.2886401,1/22/1947,4177.02,1947-01-22
237,16S.05W.11.433A,32.92396128,-107.3261359,1/23/1947,4347.41,1947-01-23
238,15S.05W.27.413A,32.97146044,-107.3444699,1/23/1947,4345.76,1947-01-23
239,15S.05W.27.324A,32.97146044,-107.3447477,1/23/1947,4327.1,1947-01-23
240,16S.05W.11.433+DUP,32.92396128,-107.3261359,1/23/1947,4324.39,1947-01-23
241,15S.05W.27.324,32.97257151,-107.3425255,1/23/1947,4313.04,1947-01-23
242,15S.05W.27.324+DUP,32.97146044,-107.3447477,1/23/1947,4303.56,1947-01-23
243,15S.05W.27.413+DUP,32.97146044,-107.3444699,1/23/1947,4284.9,1947-01-23
244,16S.05W.21.144A,32.90201763,-107.3611364,1/28/1947,4370.44,1947-01-28
245,16S.05W.21.144+DUP,32.90201763,-107.3611364,1/28/1947,4345.54,1947-01-28
246,16S.05W.21.233A,32.90201762,-107.3608586,1/28/1947,4333.79,1947-01-28
247,17N.09E.22.444,35.68308619,-105.9658551,2/10/1947,6785.49,1947-02-10
248,17S.04W.31.111,32.79368581,-107.2986343,2/20/1947,4114.32,1947-02-20
249,17S.04W.32.112,32.79368554,-107.2791895,2/20/1947,4111.75,1947-02-20
250,19S.03W.15.443,32.65008036,-107.1283514,2/20/1947,4050.66,1947-02-20
251,20S.03E.18.211,32.57453126,-106.6744479,3/18/1947,4052.3,1947-03-18
252,17N.10E.17.333,35.69725291,-105.9116875,4/1/1947,7298.11,1947-04-01
253,18S.01E.27.432,32.70897087,-106.8244546,4/1/1947,4126.85,1947-04-01
254,17S.05W.10.442,32.8411853,-107.3347465,4/17/1947,4235.2,1947-04-17
255,17S.04W.30.133,32.80340784,-107.2986344,4/17/1947,4125.87,1947-04-17
256,17S.05W.26.212,32.80896359,-107.322246,4/17/1947,4124.22,1947-04-17
257,17S.05W.26.242,32.80507472,-107.3178014,4/17/1947,4110.12,1947-04-17
258,28S.02E.31.344,31.82260533,-106.7794387,5/6/1947,3811.6,1947-05-06
259,NA04300804CC,37.98583331,-106.1039112,5/20/1947,7597.1,1947-05-20
260,NA04200913AAA,37.89249935,-105.8247386,5/20/1947,7535.39,1947-05-20
261,21S.01W.09.320,32.49786495,-106.9458449,5/26/1947,3966.43,1947-05-26
262,JL-49-22-201,31.721389,-106.319722,6/5/1947,3672.65,1947-06-05
263,19S.04W.03.234,32.68618861,-107.2361322,6/12/1947,4072.03,1947-06-12
264,19S.05W.16.144+DUP,32.65785754,-107.3603011,6/25/1947,4460.62,1947-06-25
265,19S.05W.01.000,32.6853559,-107.3108559,6/25/1947,4316.32,1947-06-25
266,16S.05W.25.341,32.88285082,-107.3080796,7/3/1947,4149.79,1947-07-03
267,JL-49-13-912,31.756112,-106.381944,7/12/1947,3672.46,1947-07-12
268,18S.04W.09.130,32.75757488,-107.2630777,7/15/1947,4107.43,1947-07-15
269,17S.05W.14.441,32.82701875,-107.3203016,8/1/1947,4146.65,1947-08-01
270,17S.05W.24.331,32.81313008,-107.3153014,8/1/1947,4117.24,1947-08-01
271,19S.03W.09.121,32.67702346,-107.1569635,8/1/1947,4048.53,1947-08-01
272,18S.04W.17.312,32.74229774,-107.2769668,8/11/1947,4090.2,1947-08-11
273,19S.03W.10.333,32.66452409,-107.1439075,8/11/1947,4049.43,1947-08-11
274,26S.03E.09.221,32.06732144,-106.6497169,8/12/1947,3806.92,1947-08-12
275,18S.04W.35.231,32.70257711,-107.2208542,8/15/1947,4067.83,1947-08-15
276,19S.03W.10.432,32.66646862,-107.1333517,8/27/1947,4043.44,1947-08-27
277,JL-49-13-909,31.7620536,-106.3899847,10/1/1947,3645.68,1947-10-01
278,NA04100703BB,37.8336123,-106.2000285,10/10/1947,7670.83,1947-10-10
279,NA04000801CB,37.73944472,-106.0544697,10/29/1947,7614.38,1947-10-29
280,NA04000701CC,37.73527919,-106.1647508,10/30/1947,7682.9,1947-10-30
281,NA04000803CC,37.73527847,-106.0911375,10/30/1947,7633.02,1947-10-30
282,NA04000732CCC,37.66666937,-106.2339198,11/1/1947,7745.77,1947-11-01
283,NA04200736DDD,37.84166742,-106.1505822,11/1/1947,7629.13,1947-11-01
284,NA03900930BC,37.58333552,-106.0339142,11/1/1947,7596.26,1947-11-01
285,23S.02E.31.213,32.26842805,-106.7752811,12/3/1947,3863.53,1947-12-03
286,NA04100919CCC,37.77805547,-106.0364129,1/1/1948,7594.17,1948-01-01
287,NA04100932DDD,37.74944405,-106.0022459,1/1/1948,7585.92,1948-01-01
288,NA03900910DDD,37.63305694,-105.9661345,1/1/1948,7579.42,1948-01-01
289,NA04100906BBB,37.99833301,-106.0422417,1/8/1948,7584.49,1948-01-08
290,JL-49-13-309,31.861945,-106.413056,1/10/1948,3685.44,1948-01-10
291,NA03900901AAA,37.66083439,-105.9294669,1/22/1948,7570.93,1948-01-22
292,15S.05W.27.331A,32.97118273,-107.3530812,1/24/1948,4316.63,1948-01-24
293,14S.04W.05.241,33.12312694,-107.271418,1/24/1948,4271.66,1948-01-24
294,16S.05W.21.233   B,32.90201762,-107.3608586,1/25/1948,4335.36,1948-01-25
295,16S.05W.21.233B,32.90201762,-107.3608586,1/25/1948,4335.36,1948-01-25
296,21S.01W.13.323,32.47897695,-106.9000099,2/12/1948,3948.42,1948-02-12
297,17S.05W.25.123,32.80757459,-107.3111346,2/14/1948,4127.47,1948-02-14
298,18S.04W.05.214,32.77701906,-107.2700225,2/14/1948,4104.52,1948-02-14
299,NA04100821DDD,37.77500102,-106.1505833,3/1/1948,7656.57,1948-03-01
300,19S.02E.33.213,32.61702981,-106.740562,3/26/1948,4077.06,1948-03-26
301,20S.01E.14.144,32.56758624,-106.8116748,3/26/1948,4042.64,1948-03-26
302,21S.01W.11.431,32.49147651,-106.9125104,3/26/1948,3948.64,1948-03-26
303,NA04000614ABB,37.72500239,-106.2755877,4/1/1948,7785.31,1948-04-01
304,NA04000826DDD,37.67500115,-106.0589146,4/1/1948,7621.17,1948-04-01
305,NA04200936DDD,37.85833284,-105.9339085,4/1/1948,7543.72,1948-04-01
306,NA03900931CCC,37.57694675,-106.0389977,4/19/1948,7601.66,1948-04-19
307,NA03900936DDD,37.57555798,-105.929745,4/19/1948,7564.56,1948-04-19
