,STATION_NM,dec_lat_va,dec_long_v,DTdeparsed,WLA_DEM,Date
5130,T17N.R08E.15.233A  Las Campanas Deep Piezo.,35.70777778,-106.0802778,7/6/2005,6170.73,2005-07-06
5131,T17N.R08E.15.233B  Las Campanas  Middle Piezo.,35.70777778,-106.0802778,7/6/2005,6124.66,2005-07-06
5132,T17N.R08E.15.233C  Las Campanas  Shallow Piezo.,35.70777778,-106.0802778,7/6/2005,6108.86,2005-07-06
5133,08N.02E.01.233D I-25 WDES,34.95056111,-106.685075,7/11/2005,4901.01,2005-07-11
5134,08N.02E.01.234D I-25 ERS,34.95020278,-106.6802028,7/11/2005,4897.43,2005-07-11
5135,09N.03E.07.113H RBWBS-T2,35.02935,-106.6738083,7/12/2005,4926.95,2005-07-12
5136,09N.03E.07.113H RBWRS,35.02800556,-106.6735139,7/12/2005,4926.75,2005-07-12
5137,10N.03E.30.232D BWDES,35.06639722,-106.6621417,7/13/2005,4938.04,2005-07-13
5138,13N.05E.30.141,35.32897222,-106.45525,8/2/2005,5254.06,2005-08-02
5139,09N.02E.PAJARITO GRANT 3,34.97694444,-106.704175,8/10/2005,4904.88,2005-08-10
5140,09N.02E.PAJARITO GRANT 4,34.95750833,-106.7075083,8/10/2005,4899.66,2005-08-10
5141,JL-49-06-714,31.885278,-106.351667,8/14/2005,3610.22,2005-08-14
5142,JL-49-06-713,31.889722,-106.353889,8/25/2005,3611.83,2005-08-25
5143,JL-49-06-712,31.894445,-106.356945,9/2/2005,3603.53,2005-09-02
5144,08N.02E.01.243F I-25 EDWS,34.95105833,-106.6780139,9/7/2005,4899.33,2005-09-07
5145,13N.05E.19.412,35.33894444,-106.4473889,9/8/2005,5423.01,2005-09-08
5146,13N.04E.35.314,35.30861111,-106.49175,9/8/2005,5165.53,2005-09-08
5147,13N.05E.28.312,35.32477778,-106.4229444,9/9/2005,5759.2,2005-09-09
5148,Vallecita de Gracia,,,9/10/2005,6121.86,2005-09-10
5149,09N.03E.07.113K RBWRS-T2,35.02933889,-106.6734806,9/14/2005,4925.77,2005-09-14
5150,10N.03E.30.244F BEDWS,35.06739167,-106.6566056,9/16/2005,4938.18,2005-09-16
5151,JL-49-06-710,31.898056,-106.368333,9/19/2005,3600.51,2005-09-19
5152,JL-49-06-709,31.898611,-106.372222,9/25/2005,3603.88,2005-09-25
5153,T09N.R03E.07.111A RBWDES-T2,35.02935,-106.6743111,10/5/2005,4927.22,2005-10-05
5154,T09N.R03E.07.111B RBWDEM-T2,35.02935556,-106.6743111,10/5/2005,4927.19,2005-10-05
5155,09N.03E.07.113I RBWRM,35.02800556,-106.6735139,10/5/2005,4926.45,2005-10-05
5156,10N.03E.30.232I BWRS,35.06669444,-106.6600889,10/7/2005,4940.96,2005-10-07
5157,10N.03E.30.244A BERS,35.06721944,-106.6580611,10/7/2005,4940.38,2005-10-07
5158,10N.03E.30.244C BEBS,35.06730278,-106.6575083,10/7/2005,4939.48,2005-10-07
5159,T11N.R02E.25.434D MWRM,35.14614722,-106.6782861,10/12/2005,4968.31,2005-10-12
5160,T11N.R02E.25.434C MWRS,35.14614722,-106.6782861,10/12/2005,4968.31,2005-10-12
5161,T11N.R02E.25.434A MWBS,35.14706111,-106.6802583,10/12/2005,4967.88,2005-10-12
5162,T11N.R02E.25.434B MWBM,35.14706111,-106.6802583,10/12/2005,4967.78,2005-10-12
5163,JL-49-05-923,31.898611,-106.3775,10/15/2005,3600.13,2005-10-15
5164,T11N.02E.36.222A MEDWS,35.14478889,-106.6744944,11/9/2005,4970.09,2005-11-09
5165,T11N.R02E.36.222B MEDWM,35.14478889,-106.6744944,11/9/2005,4969.99,2005-11-09
5166,JL-49-06-715,31.898611,-106.372222,11/9/2005,3583.88,2005-11-09
5167,JL-49-06-711,31.897778,-106.361945,11/18/2005,3601.88,2005-11-18
5168,JL-49-06-716,31.876389,-106.346389,11/28/2005,3617.47,2005-11-28
5169,NMOSE Jail Well shallow,,,11/30/2005,6146.59,2005-11-30
5170,13N.04E.26.221,35.33280556,-106.4824167,12/1/2005,5086.41,2005-12-01
5171,13N.04E.33.233,35.31866667,-106.5193333,12/3/2005,5037.89,2005-12-03
5172,11N.03E.111A MERS,35.14505,-106.6758806,12/5/2005,4967.65,2005-12-05
5173,11N.03E.TOWN OF ALAMEDA GRANT,35.19572222,-106.6418611,12/6/2005,4990.49,2005-12-06
5174,11N.03E.GALLEGOS GRANT 2,35.17077778,-106.6274444,12/6/2005,4951.93,2005-12-06
5175,11N.03E.03.333,35.20502778,-106.6209444,12/7/2005,4992.75,2005-12-07
5176,MBOWN-149 - 27S.01E.11.331 (UPRR),31.96972222,-106.8172222,12/8/2005,3805.37,2005-12-08
5177,MBOWN-94 - 25S.02W.26.421 (UPRR),32.10333333,-107.0094444,12/9/2005,3830.78,2005-12-09
5178,07N.02E.SAN CLEMENTE GRANT #2,34.79561111,-106.7376667,12/12/2005,4844.85,2005-12-12
5179,07N.02E.26.332,34.80572222,-106.7006389,12/12/2005,4844.49,2005-12-12
5180,13N.04E.31.142,35.31483333,-106.5515,12/13/2005,5043.68,2005-12-13
5181,11N.03E.GALLEGOS GRANT 3,35.158,-106.6550833,12/14/2005,4965.31,2005-12-14
5182,10N.03E.TOWN OF ABQ GRANT,35.12572222,-106.6709444,12/15/2005,4946.68,2005-12-15
5183,09N.02E.PAJARITO GRANT,34.99975,-106.7155833,12/15/2005,4917.43,2005-12-15
5184,"CLC-68, LRG-3290",32.42383333,-106.7085833,12/15/2005,4042.53,2005-12-15
5185,JL-49-14-111,31.871944,-106.343611,12/17/2005,3615.58,2005-12-17
5186,AH-022,36.52672526,-105.6331973,12/20/2005,6992.29,2005-12-20
5187,AH-021,36.48311368,-105.6942311,12/20/2005,6538.03,2005-12-20
5188,"CLC-69, LRG-3291",32.43116667,-106.7091667,12/21/2005,4037.83,2005-12-21
5189,EB-655,35.61892232,-105.9769254,12/22/2005,6599.5,2005-12-22
5190,JL-49-14-113,31.862778,-106.338056,12/22/2005,3612.7,2005-12-22
5191,Brooks/Lujan,,,1/1/2006,6830.35,2006-01-01
5192,09N.02E.TOWN OF ATRISCO GRANT,35.01833333,-106.6886667,1/4/2006,4921.94,2006-01-04
5193,11N.03E.GALLEGOS GRANT,35.17936111,-106.6303889,1/5/2006,4968.32,2006-01-05
5194,09N.02E.PAJARITO GRANT  #2,35.00352778,-106.7003889,1/6/2006,4912.84,2006-01-06
5195,JL-49-14-112,31.867222,-106.340834,1/6/2006,3611.9,2006-01-06
5196,T11N.R02E.25.444B MEBM-T2,35.14606944,-106.6744389,1/9/2006,4967.21,2006-01-09
5197,TIIN.R02E.25.444C MEBD-T2,35.14606944,-106.6744389,1/9/2006,4967.19,2006-01-09
5198,T11N.R03E.30.333A MEDWS-T2,35.14600833,-106.6738083,1/9/2006,4965.68,2006-01-09
5199,T11N.R03E.30.333B MEDWM-T2,35.14600833,-106.6738083,1/9/2006,4965.55,2006-01-09
5200,07N.02E.SAN CLEMENTE GRANT,34.80902778,-106.7260278,1/10/2006,4850.38,2006-01-10
5201,07N.02E.GUTIERREZ SEDILLO GRANT,34.85552778,-106.7058056,1/11/2006,4859.98,2006-01-11
5202,05N.02E.BELEN GRANT,34.6455,-106.778,1/11/2006,4790.56,2006-01-11
5203,T11N.R02E.25.444E MERM-T2,35.1461,-106.6749167,1/13/2006,4965.75,2006-01-13
5204,13N.05E.22.341,35.33708333,-106.40025,1/20/2006,5836.98,2006-01-20
5205,13N.05E.15.223,35.36031629,-106.3944693,1/20/2006,5609.35,2006-01-20
5206,T08N.R02E.01.241B I-25 EDEM-T2,34.95241944,-106.6783528,1/20/2006,4898.95,2006-01-20
5207,T08N.R02E.01.232E I-25 ERM-T2,34.95219722,-106.6806889,1/20/2006,4898.45,2006-01-20
5208,T08N.R02E.01.232B I-25 EBM-T2,34.9523,-106.6797472,1/20/2006,4897.75,2006-01-20
5209,T08N.R02E.01.232C I-25 EBD-T2,34.9523,-106.6797472,1/20/2006,4897.71,2006-01-20
5210,JL-49-14-114,31.858334,-106.335834,1/20/2006,3606.92,2006-01-20
5211,AH-010,36.53407373,-105.6464055,1/21/2006,6854.8,2006-01-21
5212,T08N.R02E.01.142B I-25 WDEM-T2,34.95162222,-106.68545,1/23/2006,4900.51,2006-01-23
5213,T08N.R02E.01.142A I-25 WDES-T2,34.95162222,-106.68545,1/23/2006,4900.48,2006-01-23
5214,T08N.R02E.01.231E I-25 WRM-T2,34.95205556,-106.6830417,1/23/2006,4898.15,2006-01-23
5215,T08N.R02E.01.231B I-25 WBM-T2,34.95185278,-106.6841806,1/23/2006,4896.28,2006-01-23
5216,T08N.R02E.01.231C I-25 WBD-T2,34.95185278,-106.6841806,1/23/2006,4896.2,2006-01-23
5217,19S.04W.01.214 H-13,32.69014167,-107.2029389,1/24/2006,4047.56,2006-01-24
5218,T10N.R03E.30.421A BWDES-T2,35.0654,-106.6618722,1/27/2006,4936.38,2006-01-27
5219,T10N.R03E.30.422B BWRM-T2,35.06564444,-106.6600028,1/30/2006,4940.1,2006-01-30
5220,T10N.R03E.30.422A BWRS-T2,35.06564444,-106.6600028,1/30/2006,4940.06,2006-01-30
5221,10N.03E.30.422C BERS-T2,35.065975,-106.6579417,1/30/2006,4938.84,2006-01-30
5222,10N.03E.30.422D BERM-T2,35.065975,-106.6579417,1/30/2006,4938.74,2006-01-30
5223,10N.03E.29.311C BEBS-T2,35.06608333,-106.657175,1/30/2006,4937.84,2006-01-30
5224,10N.03E.29.311D BEBM-T2,35.06608333,-106.657175,1/30/2006,4937.83,2006-01-30
5225,10N.03E.29.311E BEBD-T2,35.06608333,-106.657175,1/30/2006,4937.81,2006-01-30
5226,10N.03E.30.421C BWBS-T2,35.06556111,-106.6608306,1/30/2006,4936.86,2006-01-30
5227,10N.03E.30.421D BWBM-T2,35.06556111,-106.6608306,1/30/2006,4936.85,2006-01-30
5228,T10N.R03E.30.421B BWDEM-T2,35.0654,-106.6618722,1/30/2006,4936.39,2006-01-30
5229,10N.03E.30.421E BWBD-T2,35.06556111,-106.6608306,1/30/2006,4935.72,2006-01-30
5230,T10N.R03E.29.311B BEDWM-T2,35.06612222,-106.6562861,2/1/2006,4937.14,2006-02-01
5231,10N.03E.29.311A BEDWS-T2,35.06612222,-106.6562861,2/1/2006,4937.13,2006-02-01
5232,JL-49-14-116,31.848889,-106.330278,2/1/2006,3580.8,2006-02-01
5233,JL-49-14-115,31.853612,-106.333334,2/2/2006,3612.92,2006-02-02
5234,AH-041,36.52553776,-105.6478424,2/7/2006,6892.03,2006-02-07
5235,AH-033,36.51671594,-105.6619193,2/8/2006,6857.01,2006-02-08
5236,AH-004,36.54106895,-105.6836552,2/10/2006,6883.82,2006-02-10
5237,AH-003,36.53999195,-105.682819,2/10/2006,6577.99,2006-02-10
5238,AH-040,36.50360418,-105.7081377,2/20/2006,6499.97,2006-02-20
5239,JL-49-14-530,31.831389,-106.330833,2/25/2006,3557.96,2006-02-25
5240,AH-035,36.51978989,-105.6936763,3/3/2006,6625.29,2006-03-03
5241,AH-007,36.52897342,-105.6894801,3/3/2006,6554.02,2006-03-03
5242,AH-015,36.51964098,-105.6866944,3/8/2006,6755.8,2006-03-08
5243,AH-044,36.53254611,-105.6748111,3/10/2006,6735.27,2006-03-10
5244,AH-014,36.53763598,-105.6738499,3/10/2006,6585.03,2006-03-10
5245,AH-020,36.52681755,-105.6462446,3/13/2006,6889.58,2006-03-13
5246,AH-023,36.51962352,-105.6771337,3/13/2006,6847.59,2006-03-13
5247,AH-024,36.53954551,-105.6757322,3/13/2006,6582.04,2006-03-13
5248,AH-005,36.53790589,-105.6865878,3/13/2006,6542.83,2006-03-13
5249,13N.04.35.112,35.3175,-106.4921111,3/15/2006,5058.85,2006-03-15
5250,AH-012,36.52999976,-105.6495775,3/17/2006,6933.97,2006-03-17
5251,AH-009,36.52936985,-105.6689415,3/17/2006,6820.22,2006-03-17
5252,AH-049,36.53489262,-105.6695476,3/17/2006,6600.48,2006-03-17
5253,AH-006,36.54244574,-105.6714003,3/17/2006,6590.91,2006-03-17
5254,AH-050,36.54677276,-105.674622,3/17/2006,6586.76,2006-03-17
5255,AH-011,36.52708928,-105.6879219,3/17/2006,6566.63,2006-03-17
5256,AH-051,36.54618425,-105.6734772,3/17/2006,6566.04,2006-03-17
5257,MBOWN-59 - 24S.02W.36.111A,32.18398364,-107.0055657,3/22/2006,4005.43,2006-03-22
5258,AH-042,36.52517389,-105.6870896,3/23/2006,6552.35,2006-03-23
5259,AH-025,36.5158241,-105.7073556,3/24/2006,6499.13,2006-03-24
5260,JL-49-14-206,31.836945,-106.330833,3/25/2006,3599.2,2006-03-25
5261,AH-053,36.49914525,-105.7090686,3/27/2006,6515.91,2006-03-27
5262,AH-016,36.53300223,-105.6609745,4/6/2006,6843.84,2006-04-06
5263,AH-029,36.50992853,-105.6857041,4/6/2006,6760.7,2006-04-06
5264,AH-045,36.536499,-105.6708462,4/6/2006,6591.19,2006-04-06
5265,AH-039,36.52890144,-105.6082607,4/7/2006,7194.12,2006-04-07
5266,AH-013,36.52033291,-105.6517416,4/14/2006,6864.4,2006-04-14
5267,AH-048,36.52345532,-105.6770554,4/14/2006,6763.14,2006-04-14
5268,AH-001,36.53710075,-105.691753,4/14/2006,6589.55,2006-04-14
5269,AH-054,36.51109005,-105.7136111,4/14/2006,6486.47,2006-04-14
5270,JL-49-14-434,31.798334,-106.335,4/19/2006,3590.12,2006-04-19
5271,AH-027,36.50886599,-105.6870571,4/21/2006,6826.86,2006-04-21
5272,AH-002,36.5385599,-105.6698697,4/21/2006,6589.14,2006-04-21
5273,AH-032,36.52154694,-105.693826,4/21/2006,6555.84,2006-04-21
5274,JL-49-14-526,31.809445,-106.330278,4/25/2006,3590.7,2006-04-25
5275,AH-038,36.52076869,-105.6881117,4/26/2006,6609.42,2006-04-26
5276,T08N.R02E.01.241A I-25 EDES-T2,34.95241944,-106.6783528,5/1/2006,4899.65,2006-05-01
5277,T08N.R02E.01.232D I-25 ERS-T2,34.95219722,-106.6806889,5/1/2006,4898.7,2006-05-01
5278,T08N.R02E.01.232A I-25 EBS-T2,34.9523,-106.6797472,5/1/2006,4897.52,2006-05-01
5279,T08N.R02E.01.231A I-25 WBS-T2,34.95185278,-106.6841806,5/2/2006,4895.37,2006-05-02
5280,T09N.R03E.07.121A RBEDWS-T2,35.02911111,-106.6689556,5/3/2006,4924.81,2006-05-03
5281,T09N.R03E.07.121B RBEDWM-T2,35.02911111,-106.6689556,5/3/2006,4924.77,2006-05-03
5282,AH-037,36.50873317,-105.6675801,5/4/2006,6888.81,2006-05-04
5283,AH-030,36.51812864,-105.6815993,5/5/2006,6765.18,2006-05-05
5284,AH-031,36.51898629,-105.6907876,5/5/2006,6569.96,2006-05-05
5285,AH-046,36.51700046,-105.6927803,5/5/2006,6558.25,2006-05-05
5286,AH-034,36.51646033,-105.6895366,5/5/2006,6557.43,2006-05-05
5287,AH-017,36.51817827,-105.7071425,5/5/2006,6489.52,2006-05-05
5288,T11N.R02E.25.444A MEBS-T2,35.14606944,-106.6744389,5/18/2006,4967.56,2006-05-18
5289,T11N.R02E.25.444E MERS-T2,35.1461,-106.6749139,5/18/2006,4966.54,2006-05-18
5290,JL-49-14-437,31.819444,-106.338056,5/18/2006,3601.9,2006-05-18
5291,JL-49-14-525,31.803889,-106.330555,5/18/2006,3598.35,2006-05-18
5292,JL-49-14-435,31.812501,-106.345278,5/18/2006,3595.06,2006-05-18
5293,AH-052,36.52129972,-105.6913778,5/19/2006,6554.41,2006-05-19
5294,JL-49-14-117,31.833611,-106.3375,5/25/2006,3608.39,2006-05-25
5295,JL-49-14-528,31.825833,-106.330555,5/29/2006,3602.15,2006-05-29
5296,JL-49-14-436,31.812778,-106.337222,6/5/2006,3596.01,2006-06-05
5297,JL-49-14-529,31.820555,-106.330555,6/11/2006,3596.84,2006-06-11
5298,19N.09E.28.121 Cuyamungue Deep Piezometer,35.85555556,-105.9941667,6/14/2006,5991.75,2006-06-14
5299,19N.09E.28.121A Cuyamungue Shallow Piezometer,35.85555556,-105.9941667,6/14/2006,5978.0,2006-06-14
5300,JL-49-14-527,31.815001,-106.330555,6/19/2006,3595.83,2006-06-19
5301,AH-055,36.5199396,-105.6958332,7/12/2006,6553.79,2006-07-12
5302,CCD-OWB shallow,,,8/1/2006,6186.63,2006-08-01
5303,Lexus,,,8/1/2006,6149.4,2006-08-01
5304,T08N.R02E.01.231D I-25 WRS-T2,34.95205556,-106.6830417,8/15/2006,4898.25,2006-08-15
5305,CCD-I1 shallow,,,8/24/2006,6169.13,2006-08-24
5306,NA04001017DDA2,37.70707778,-105.8928083,11/1/2006,7539.33,2006-11-01
5307,NA04101020AAA2,37.79282222,-105.8921028,11/1/2006,7529.52,2006-11-01
5308,NA04200733ACC2,37.8437,-106.2098667,11/2/2006,7683.49,2006-11-02
5309,NA04100907CCC2,37.80703333,-106.0376806,11/2/2006,7566.49,2006-11-02
5310,NA04000934BAA2,37.67592778,-105.9750306,11/3/2006,7566.48,2006-11-03
5311,NA03400929CBB5,37.15991389,-106.0185889,11/4/2006,7753.19,2006-11-04
5312,NA03400929CBB4,37.15991389,-106.0185889,11/4/2006,7753.19,2006-11-04
5313,NA03400929CBB6,37.15991389,-106.0185889,11/4/2006,7753.19,2006-11-04
5314,NA03600835BCC2,37.32070556,-106.0748833,11/5/2006,7695.28,2006-11-05
5315,NA04000712AAA6,37.73345833,-106.1494556,11/6/2006,7638.8,2006-11-06
5316,NA04000712AAA4,37.73345833,-106.1494556,11/6/2006,7638.8,2006-11-06
5317,NA04000712AAA5,37.73345833,-106.1494556,11/6/2006,7638.8,2006-11-06
5318,NA04000814AAA5,37.71927222,-106.0570694,11/6/2006,7597.82,2006-11-06
5319,NA04000814AAA4,37.71927222,-106.0570694,11/6/2006,7597.82,2006-11-06
5320,NA04000814AAA6,37.71927222,-106.0570694,11/6/2006,7597.82,2006-11-06
5321,NA04000802CBB4,37.7386,-106.0749972,11/7/2006,7598.77,2006-11-07
5322,NA04000802CBB5,37.7386,-106.0749972,11/7/2006,7598.77,2006-11-07
5323,NA04000802CBB6,37.7386,-106.0749972,11/7/2006,7598.77,2006-11-07
5324,NA04100929ADD6,37.77063611,-106.0021472,11/7/2006,7560.96,2006-11-07
5325,NA04100929ADD4,37.77063611,-106.0021472,11/7/2006,7560.96,2006-11-07
5326,NA04100929ADD5,37.77063611,-106.0021472,11/7/2006,7560.96,2006-11-07
5327,NA04100929ADD3,37.77063611,-106.0021472,11/7/2006,7560.96,2006-11-07
5328,NA03900808BBB2,37.64712222,-106.1292556,11/8/2006,7641.85,2006-11-08
5329,NA04000905ADD5,37.74139167,-106.0020889,11/8/2006,7566.44,2006-11-08
5330,NA04000905ADD3,37.74139167,-106.0020889,11/8/2006,7566.44,2006-11-08
5331,NA04000905ADD4,37.74139167,-106.0020889,11/8/2006,7566.44,2006-11-08
5332,NA04000905ADD6,37.74139167,-106.0020889,11/8/2006,7566.44,2006-11-08
5333,NA03900925DDD2,37.59069444,-105.9288694,11/8/2006,7540.21,2006-11-08
5334,NA04100732CBC6,37.75383611,-106.2406111,11/9/2006,7672.59,2006-11-09
5335,NA04100732CBC7,37.75383611,-106.2406111,11/9/2006,7672.59,2006-11-09
5336,NA04000818CDD6,37.70479722,-106.1406861,11/9/2006,7637.51,2006-11-09
5337,NA04000818CDD5,37.70479722,-106.1406861,11/9/2006,7637.51,2006-11-09
5338,NA04000818CDD4,37.70479722,-106.1406861,11/9/2006,7637.51,2006-11-09
5339,NA04000826ACC5,37.68356111,-106.0662306,11/10/2006,7606.51,2006-11-10
5340,NA04000826ACC3,37.68356111,-106.0662306,11/10/2006,7606.51,2006-11-10
5341,NA04000826ACC6,37.68356111,-106.0662306,11/10/2006,7606.51,2006-11-10
5342,NA04000826ACC4,37.68356111,-106.0662306,11/10/2006,7606.51,2006-11-10
5343,NA04000826ACC2,37.68356111,-106.0662306,11/10/2006,7606.51,2006-11-10
5344,NA03900906BCC4,37.65449722,-106.0387583,11/10/2006,7589.16,2006-11-10
5345,NA03900906BCC5,37.65449722,-106.0387583,11/10/2006,7589.16,2006-11-10
5346,NA03900906BCC3,37.65449722,-106.0387583,11/10/2006,7589.16,2006-11-10
5347,NA03900906BCC6,37.65449722,-106.0387583,11/10/2006,7589.16,2006-11-10
5348,NA03900914BBB4,37.63184167,-105.9649944,11/11/2006,7557.2,2006-11-11
5349,NA03900914BBB5,37.63184167,-105.9649944,11/11/2006,7557.2,2006-11-11
5350,NA03900914BBB3,37.63184167,-105.9649944,11/11/2006,7557.2,2006-11-11
5351,NA03900914BBB6,37.63184167,-105.9649944,11/11/2006,7557.2,2006-11-11
5352,NA03901016BDD5,37.62548611,-105.8829583,11/11/2006,7544.28,2006-11-11
5353,NA03901016BDD2,37.62548611,-105.8829583,11/11/2006,7544.28,2006-11-11
5354,NA03901016BDD4,37.62548611,-105.8829583,11/11/2006,7544.28,2006-11-11
5355,NA03901016BDD6,37.62548611,-105.8829583,11/11/2006,7544.28,2006-11-11
5356,NA03901016BDD3,37.62548611,-105.8829583,11/11/2006,7544.28,2006-11-11
5357,10N.03E.21.123 MNW-4-D1,35.08458333,-106.6344444,2/18/2007,4900.29,2007-02-18
5358,10N.03E.21.111 SFMW-46,35.08563889,-106.6376944,2/18/2007,4897.93,2007-02-18
5359,10N.03E.28.223 RGT-FP3 DEEP,35.06934167,-106.6254667,3/19/2007,4887.19,2007-03-19
5360,10N.03E.28.223A RGT-FP3 MID,35.06934167,-106.6254667,3/19/2007,4883.58,2007-03-19
5361,10N.03E.28.223B RGT-FP3 SHALLOW,35.06934167,-106.6254667,3/19/2007,4880.5,2007-03-19
5362,Parker,,,5/1/2007,6168.66,2007-05-01
5363,NA03700701DAA2,37.48028056,-106.1517,5/4/2007,7644.12,2007-05-04
5364,10N.03E.28.144A RGT-FP2 MID,35.06560278,-106.6319361,5/23/2007,4885.81,2007-05-23
5365,10N.03E.28.243A RGT-FP1 DEEP,35.06603333,-106.62475,5/23/2007,4879.11,2007-05-23
5366,10N.03E.28.243B RGT-FP1 MID-DEEP,35.06603333,-106.62475,5/23/2007,4876.88,2007-05-23
5367,10N.03E.28.144 RGT-FP2 DEEP,35.06560278,-106.6319361,5/24/2007,4885.64,2007-05-24
5368,10N.03E.28.144B RGT-FP2 SHALLOW,35.06560278,-106.6319361,5/24/2007,4883.57,2007-05-24
5369,10N.03E.28.243C RGT-FP1 MID-SHALLOW,35.06603333,-106.62475,5/24/2007,4877.61,2007-05-24
5370,10N.03E.28.243D RGT-FP1 SHALLOW,35.06603333,-106.62475,5/24/2007,4875.55,2007-05-24
5371,JL-49-06-703,31.91454959,-106.3427622,6/12/2007,3634.46,2007-06-12
5372,NA04000905ADD2,37.74139167,-106.0020889,7/24/2007,7575.57,2007-07-24
5373,NA04000818CDD3,37.70479722,-106.1406861,7/25/2007,7645.62,2007-07-25
5374,NA03900906BCC2,37.65449722,-106.0387583,7/25/2007,7598.55,2007-07-25
5375,NA04100732CBC5,37.75383611,-106.2406111,7/27/2007,7680.81,2007-07-27
5376,NA03900914BBB2,37.63184167,-105.9649944,8/7/2007,7567.87,2007-08-07
5377,NA03400929CBB2,37.15991389,-106.0185889,8/27/2007,7776.19,2007-08-27
5378,Schubert,,,8/27/2007,6792.0,2007-08-27
5379,NA03400929CBB3,37.15991389,-106.0185889,9/13/2007,7772.91,2007-09-13
5380,MBOWN-209 - 29S.04E.08.224A (ISC-4A/ISC-4S),31.80480978,-106.5504887,9/24/2007,3728.77,2007-09-24
5381,MBOWN-210 - 29S.04E.08.224B (ISC-4B/ISC-4D),31.80480978,-106.5504887,9/24/2007,3728.03,2007-09-24
5382,MBOWN-190 - 28S.03E.16.221B (ISC-7B/ISC-7D),31.87927107,-106.6355469,9/25/2007,3750.46,2007-09-25
5383,MBOWN-189 - 28S.03E.16.221A (ISC-7A/ISC-7S),31.87927107,-106.6355469,9/25/2007,3747.3,2007-09-25
5384,MBOWN-197 - 28S.03E.22.432B (ISC-6B/ISC-6D),31.85288303,-106.6219351,9/26/2007,3747.0,2007-09-26
5385,MBOWN-196 - 28S.03E.22.432A (ISC-6A/ISC-6S),31.85288303,-106.6219351,9/26/2007,3743.66,2007-09-26
5386,MBOWN-198 - 28S.03E.26.344A (ISC-5A/ISC-5S),31.83705023,-106.607768,9/26/2007,3739.96,2007-09-26
5387,MBOWN-199 - 28S.03E.26.344B (ISC-5B/ISC-5D),31.83705023,-106.607768,9/26/2007,3739.78,2007-09-26
5388,T11N.R3E.17.132C PDN.WDES,35.18133611,-106.6548,11/7/2007,4986.09,2007-11-07
5389,T11N.R3E.17.141B PDN.WRM,35.18160278,-106.6529361,11/7/2007,4986.05,2007-11-07
5390,T11N.R3E.17.141A PDN.WRS,35.18160278,-106.6529361,11/7/2007,4986.04,2007-11-07
5391,T11N.R3E.17.141D PDN.ERM,35.18188611,-106.6511583,11/7/2007,4985.75,2007-11-07
5392,T11N.R3E.17.141C PDN.ERS,35.18188611,-106.6511583,11/7/2007,4985.72,2007-11-07
5393,T11N.R3E.17.144A PDN.EBS,35.18178611,-106.6503611,11/7/2007,4983.74,2007-11-07
5394,T11N.R3E.17.144B PDN.EBM,35.18178611,-106.6503611,11/7/2007,4983.7,2007-11-07
5395,T11.R3E.17.132E PDN.WBM,35.18156111,-106.6535833,11/7/2007,4983.65,2007-11-07
5396,T11.R3E.17.132D  PDN.WBS,35.18156111,-106.6535833,11/7/2007,4983.52,2007-11-07
5397,T11N.R2E.17.132B PDN.WDWM,35.18134444,-106.6548778,11/7/2007,4980.12,2007-11-07
5398,T11N.R3E.17.132A PDN.WDWS,35.18134444,-106.6548778,11/7/2007,4980.1,2007-11-07
5399,T11N.R3E.17.233A PDN.EDWS,35.18166667,-106.6483333,11/7/2007,4978.87,2007-11-07
5400,T11N.R3E.17.233C. PDN.EDEM,35.18187778,-106.6475806,11/7/2007,4976.11,2007-11-07
5401,T11N.R3E.17.113A PDN.WS,35.18055556,-106.6611111,11/13/2007,4981.6,2007-11-13
5402,T11N.R3E.17.113B PDN.WD,35.18055556,-106.6611111,11/13/2007,4981.35,2007-11-13
5403,10N.03E.33.312B P83-19U,35.04988889,-106.63525,1/29/2008,4896.02,2008-01-29
5404,10N.03E.33.312 P83-19LR,35.04977778,-106.63525,1/30/2008,4895.85,2008-01-30
5405,10N.03E.33.312A P83-19M,35.04986111,-106.63525,1/31/2008,4898.06,2008-01-31
5406,T11N.R3E.17.114C PDN.WDES-T2,35.18261667,-106.6542889,3/3/2008,4989.67,2008-03-03
5407,T11N.R3E.17.123D PDN.WRM-T2,35.18277222,-106.6525972,3/3/2008,4988.51,2008-03-03
5408,T11N.R3E.17.123C PDN.WRS-T2,35.18277222,-106.6525972,3/3/2008,4988.5,2008-03-03
5409,T11N.R3E.17.141E PDN.ERS-T2,35.18278056,-106.6509333,3/3/2008,4988.39,2008-03-03
5410,T11N.R3E.17.114B PDN.WDWM-T2,35.182625,-106.6544028,3/3/2008,4988.39,2008-03-03
5411,T11N.R3E.17.114A PDN.WDWS-T2,35.182625,-106.6544028,3/3/2008,4988.38,2008-03-03
5412,T11N.R3E.17.141F PDN.ERM-T2,35.18278056,-106.6509333,3/3/2008,4988.37,2008-03-03
5413,T11N.R3E.17.123B PDN.WBD-T2,35.18271667,-106.6531917,3/3/2008,4986.84,2008-03-03
5414,T11N.R3E.17.123A PDN.WBS-T2,35.18271667,-106.6531917,3/3/2008,4986.81,2008-03-03
5415,T11N.R3E.17.142C PDN.EBD-T2,35.18286667,-106.6497389,3/3/2008,4984.31,2008-03-03
5416,T11N.R3E.17.142A PDN.EBS-T2,35.18286667,-106.6497389,3/3/2008,4984.26,2008-03-03
